0,2.670
0,2.663
0,2.664
0,2.666
0,2.657
0,2.660
0,2.661
0,2.661
0,2.670
0,2.664
0,2.665
0,2.666
0,2.658
0,2.668
0,2.668
0,2.666
0,2.669
0,2.660
0,2.661
0,2.670
0,2.666
0,2.665
0,2.661
0,2.659
0,2.666
0,2.660
0,2.668
0,2.668
0,2.659
0,2.666
0,2.666
0,2.661
0,2.668
0,2.666
0,2.664
0,2.669
0,2.657
0,2.666
0,2.666
0,2.665
0,2.676
0,2.664
0,2.665
0,2.665
0,2.653
0,2.659
0,2.666
0,2.658
0,2.665
0,2.664
0,2.664
0,2.670
0,2.658
0,2.664
0,2.660
0,2.658
0,2.661
0,2.657
0,2.659
0,2.671
0,2.666
0,2.665
0,2.669
0,2.663
0,2.668
0,2.664
0,2.660
0,2.666
0,2.658
0,2.660
0,2.664
0,2.655
0,2.659
0,2.661
0,2.658
0,2.668
0,2.658
0,2.660
0,2.664
0,2.654
0,2.666
0,2.659
0,2.660
0,2.666
0,2.660
0,2.664
0,2.670
0,2.660
0,2.665
0,2.665
0,2.655
0,2.668
0,2.659
0,2.660
0,2.666
0,2.659
0,2.666
0,2.665
0,2.660
0,2.670
0,2.670
0,2.666
0,2.670
0,2.658
0,2.665
0,2.666
0,2.658
0,2.666
0,2.660
0,2.658
0,2.666
0,2.655
0,2.658
0,2.664
0,2.657
0,2.661
0,2.659
0,2.663
0,2.672
0,2.664
0,2.671
0,2.666
0,2.660
0,2.669
0,2.666
0,2.660
0,2.668
0,2.658
0,2.660
0,2.669
0,2.659
0,2.669
0,2.660
0,2.659
0,2.665
0,2.655
0,2.661
0,2.660
0,2.655
0,2.664
0,2.670
0,2.659
0,2.665
0,2.657
0,2.658
0,2.663
0,2.655
0,2.668
0,2.666
0,2.665
0,2.668
0,2.660
0,2.664
0,2.671
0,2.666
0,2.670
0,2.666
0,2.660
0,2.671
0,2.663
0,2.672
0,2.669
0,2.658
0,2.670
0,2.668
0,2.661
0,2.660
0,2.657
0,2.659
0,2.665
0,2.652
0,2.664
0,2.666
0,2.660
0,2.666
0,2.658
0,2.659
0,2.666
0,2.660
0,2.668
0,2.670
0,2.658
0,2.668
0,2.661
0,2.658
0,2.666
0,2.655
0,2.666
0,2.666
0,2.660
0,2.666
0,2.660
0,2.660
0,2.669
0,2.660
0,2.668
0,2.671
0,2.660
0,2.670
0,2.668
0,2.670
0,2.670
0,2.658
0,2.664
0,2.669
0,2.665
0,2.670
0,2.670
0,2.668
0,2.671
0,2.666
0,2.668
0,2.669
0,2.663
0,2.668
0,2.663
0,2.664
0,2.666
0,2.660
0,2.665
0,2.670
0,2.659
0,2.661
0,2.666
0,2.664
0,2.668
0,2.658
0,2.665
0,2.666
0,2.660
0,2.668
0,2.666
0,2.666
0,2.668
0,2.664
0,2.661
0,2.666
0,2.657
0,2.668
0,2.671
0,2.668
0,2.666
0,2.658
0,2.661
0,2.664
0,2.657
0,2.660
0,2.668
0,2.663
0,2.671
0,2.666
0,2.664
0,2.668
0,2.654
0,2.661
0,2.664
0,2.658
0,2.664
0,2.661
0,2.663
0,2.672
0,2.661
0,2.665
0,2.668
0,2.658
0,2.668
0,2.664
0,2.661
0,2.669
0,2.660
0,2.668
0,2.669
0,2.664
0,2.669
0,2.665
0,2.658
0,2.670
0,2.659
0,2.660
0,2.671
0,2.664
0,2.668
0,2.666
0,2.666
0,2.674
0,2.666
0,2.666
0,2.670
0,2.663
0,2.668
0,2.669
0,2.664
0,2.674
0,2.668
0,2.666
0,2.669
0,2.658
0,2.664
0,2.665
0,2.659
0,2.671
0,2.666
0,2.660
0,2.669
0,2.657
0,2.668
0,2.668
0,2.660
0,2.666
0,2.657
0,2.659
0,2.668
0,2.664
0,2.666
0,2.666
0,2.658
0,2.668
0,2.664
0,2.664
0,2.669
0,2.661
0,2.665
0,2.664
0,2.658
0,2.664
0,2.660
0,2.657
0,2.663
0,2.653
0,2.658
0,2.666
0,2.657
0,2.665
0,2.659
0,2.658
0,2.664
0,2.657
0,2.664
0,2.665
0,2.658
0,2.669
0,2.666
0,2.657
0,2.664
0,2.654
0,2.659
0,2.668
0,2.660
0,2.671
0,2.668
0,2.666
0,2.670
0,2.660
0,2.665
0,2.670
0,2.660
0,2.668
0,2.666
